Ref;Arena Link;Category;Characteristics;Commodity Class;Created Date;Description;DXDB_LIBNAME;Effective Date;Footprint;Halogen Free;Manufacturer 1;Manufacturer 1 PN;Manufacturer 2;Manufacturer 2 PN;Manufacturer 3;Manufacturer 3 PN;Manufacturer 4;Manufacturer 4 PN;Manufacturer 5;Manufacturer 5 PN;Owner;Part Height;Part Status;Rating;Requestor;Revision;RoHS Compliant;Temperature Range;Tolerance;Value;Variant Variable Text;Voltage;Price
C1088;https://agiledev.sierrawireless.local/Agile/object/Parts/3001406;Capacitor;C0G;PAS - PASSIVES;2006-08-30T13:12:59Z;CAP, 10pF, 5%, 25V, C0G, CERAMIC, 0201;Capacitor;;0201C;Compliant;TAIYO YUDEN TMK063CG100DT-F;TMK063CG100DT-F;MURATA GRM0335C1E100JD01D;GRM0335C1E100JD01D;TAIYO YUDEN TMK063CG100JT-F;TMK063CG100JT-F;MURATA GRM0335C1E100JA01D;GRM0335C1E100JA01D;;;;0.33mm;Production;;Terrence Yue;3;Compliant;-55 +125C;5%;10pF;;25V;0.0
C1098;https://agiledev.sierrawireless.local/Agile/object/Parts/3001406;Capacitor;C0G;PAS - PASSIVES;2006-08-30T13:12:59Z;CAP, 10pF, 5%, 25V, C0G, CERAMIC, 0201;Capacitor;;0201C;Compliant;TAIYO YUDEN TMK063CG100DT-F;TMK063CG100DT-F;MURATA GRM0335C1E100JD01D;GRM0335C1E100JD01D;TAIYO YUDEN TMK063CG100JT-F;TMK063CG100JT-F;MURATA GRM0335C1E100JA01D;GRM0335C1E100JA01D;;;;0.33mm;Production;;Terrence Yue;3;Compliant;-55 +125C;5%;10pF;DNI;25V;0.0
C1099;https://agiledev.sierrawireless.local/Agile/object/Parts/3001406;Capacitor;C0G;PAS - PASSIVES;2006-08-30T13:12:59Z;CAP, 10pF, 5%, 25V, C0G, CERAMIC, 0201;Capacitor;;0201C;Compliant;TAIYO YUDEN TMK063CG100DT-F;TMK063CG100DT-F;MURATA GRM0335C1E100JD01D;GRM0335C1E100JD01D;TAIYO YUDEN TMK063CG100JT-F;TMK063CG100JT-F;MURATA GRM0335C1E100JA01D;GRM0335C1E100JA01D;;;;0.33mm;Production;;Terrence Yue;3;Compliant;-55 +125C;5%;10pF;DNI;25V;0.0
C1100;https://app.bom.com/a/M4N5O8R8RATAPPC5?v=files.associations;Capacitor;C0G;PAS - Passives;2006-01-06T11:10:21-08:00;CAP, 3.9pF, 50V, +/-0.25pF, C0G, CERAMIC, 0402;Capacitor;2013-06-12T11:21:27-08:00;0402C;N/A;MURATA GRM1555C1H3R9CA01D;GRM1555C1H3R9CA01D;;;;;;;;;Morris Chau;0.55mm;Production;;Joseph Gottfried;3;N/A;-55 +125C;0.25pF;3.9pF;;50V;0.0
C203;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C204;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C205;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C210;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C211;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C212;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C213;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C216;https://app.bom.com/a/Q8R9SCVCVEXFOKFQ?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:53-08:00;CAP, 12pF, 50V, 5%, C0G, 0402;Capacitor;2014-04-16T04:17:45-08:00;0402C;N/A;MURATA GRM1555C1H120JA01D;GRM1555C1H120JA01D;PANASONIC ECJ0EC1H120J;ECJ0EC1H120J;ROHM MCH155A120JK;MCH155A120JK;TAIYO YUDEN UMK105CG120JV-F;UMK105CG120JV-F;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;2;N/A;-55 +125C;5%;12pF;;50V;0.0
C219;https://app.bom.com/a/Q8R9SCVCVEXFOKFQ?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:53-08:00;CAP, 12pF, 50V, 5%, C0G, 0402;Capacitor;2014-04-16T04:17:45-08:00;0402C;N/A;MURATA GRM1555C1H120JA01D;GRM1555C1H120JA01D;PANASONIC ECJ0EC1H120J;ECJ0EC1H120J;ROHM MCH155A120JK;MCH155A120JK;TAIYO YUDEN UMK105CG120JV-F;UMK105CG120JV-F;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;2;N/A;-55 +125C;5%;12pF;;50V;0.0
C220;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C221;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C222;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C223;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C225;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C226;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C227;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C228;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C229;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C230;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C231;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2015-11-04T10:59:46-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C250;https://app.bom.com/a/SATBUEXEXGZHQMF9?v=files.associations;Capacitor;X7R;PAS - Passives;2004-12-21T10:57:02-08:00;CAP, 1nF, 50V, 10%, X7R, CERAMIC, 0402;Capacitor;2014-04-28T09:22:48-08:00;0402C;N/A;MURATA GRM155R71H102KA01D;GRM155R71H102KA01D;TAIYO YUDEN UMK105BJ102KV-F;UMK105BJ102KV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;4;N/A;-55 +125C;10%;1nF;DNI;50V;0.0
C288;https://app.bom.com/a/N5O6P9S9SBU5DYQF?v=files.associations;Capacitor;X7R;PAS - Passives;2008-08-21T16:59:08-08:00;CAP, 100nF, 16V, 10%, X7R, CERAMIC, 0402;Capacitor;2012-02-01T15:49:25-08:00;0402C;N/A;NIC COMPONENTS NMC0402X7R104K16TRPF;NMC0402X7R104K16TRPF;MURATA GRM155R71C104KA88D;GRM155R71C104KA88D;VISHAY VJ0402V104ZXJCW1BC;VJ0402V104ZXJCW1BC;;;;;Morris Chau;0.55mm;Production;;Airlink;2;N/A;-55 +125C;10%;100nF;;16V;0.0
C301;https://app.bom.com/a/UCVDWGZGZI1JSOIV?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 15pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2012-11-15T17:36:02-08:00;0402C;N/A;MURATA GRM1555C1H150JA01D;GRM1555C1H150JA01D;TAIYO YUDEN UMK105CG150JV-F;UMK105CG150JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;2;N/A;-55 +125C;5%;15pF;;50V;0.0
C302;https://app.bom.com/a/4M5N6Q9Q9SSKOOFO?v=files.associations;Capacitor;X5R;PAS - Passives;2013-02-27T02:12:35-08:00;CAP, 47uF, 10V, 20%, X5R, CERAMIC, 1206;Capacitor;2013-03-04T23:56:40-08:00;1206C;N/A;MURATA GRM31CR61A476ME15L;GRM31CR61A476ME15L;TAIYO YUDEN LMK316BJ476ML-T;LMK316BJ476ML-T;;;;;;;Morris Chau;1.8mm;Production;;Derek Liu;1;N/A;-55 +85C;20%;47uF;DNI;10V;0.0
C304;https://app.bom.com/a/6O7P8SBSBUUI7096?v=files.associations;Capacitor;X5R;PAS - Passives;2014-03-26T03:32:53-08:00;CAP, 10uF, 10V, 20%, X5R, CERAMIC, 0603;Capacitor;2014-03-26T03:37:12-08:00;0603C;N/A;MURATA GRM188R61A106ME69D;GRM188R61A106ME69D;;;;;;;;;Morris Chau;0.95mm;Design;;Mohamed Ammari;A;N/A;-55 +85C;20%;10uF;;6.3V;0.0
C305;https://app.bom.com/a/2K3L4O7O7Q7V9AYD?v=files.associations;Capacitor;X5R;PAS - Passives;2011-05-10T11:01:11-08:00;CAP, 100nF, 10V, 10%, X5R, CERAMIC, 0402;Capacitor;2013-11-26T22:59:31-08:00;0402C;;MURATA GRM155R61A104KA01D;GRM155R61A104KA01D;TAIYO YUDEN LMK105BJ104KV-F;LMK105BJ104KV-F;;;;;;;Michael Sorensen;0.55mm;Production;;Michael Sorensen;1;;-55 +85C;10%;100nF;;10V;0.0
C306;https://app.bom.com/a/HZI0J3M3M55TNBEX?v=files.associations;Capacitor;X5R;PAS - Passives;2014-03-16T19:32:12-08:00;CAP, 4.7uF, 6.3V, 20%, X5R, CERAMIC, 0402;Capacitor;2014-06-06T08:29:17-08:00;0402C;N/A;MURATA GRM155R60J475ME87D;GRM155R60J475ME87D;TAIYO YUDEN JMK105BBJ475MV-F;JMK105BBJ475MV-F;;;;;;;Morris Chau;0.65mm;Production;;King Au Yeung;1;N/A;-55 +85C;20%;4.7uF;;6.3V;0.0
C307;https://app.bom.com/a/2K3L4O7O7Q7V9AYD?v=files.associations;Capacitor;X5R;PAS - Passives;2011-05-10T11:01:11-08:00;CAP, 100nF, 10V, 10%, X5R, CERAMIC, 0402;Capacitor;2013-11-26T22:59:31-08:00;0402C;;MURATA GRM155R61A104KA01D;GRM155R61A104KA01D;TAIYO YUDEN LMK105BJ104KV-F;LMK105BJ104KV-F;;;;;;;Michael Sorensen;0.55mm;Production;;Michael Sorensen;1;;-55 +85C;10%;100nF;;10V;0.0
C308;https://app.bom.com/a/2K3L4O7O7Q9QNTDO?v=files.associations;Capacitor;X5R;PAS - Passives;2006-06-23T05:25:15-08:00;CAP, 4.7uF, 10V, 10%, X5R, CERAMIC, 0603;Capacitor;2014-04-29T00:34:09-08:00;0603C;N/A;MURATA GRM188R61A475KE15D;GRM188R61A475KE15D;NIC COMPONENTS NMC0603X5R475K10TRPF;NMC0603X5R475K10TRPF;SEMCO (Samsung Electro-Mechanics Co. Ltd) CL10A475KP8NNNC;CL10A475KP8NNNC;TAIYO YUDEN LMK107BJ475KA-T;LMK107BJ475KA-T;;;Morris Chau;0.9mm;Production;;Ryan Fallini;3;N/A;-55 +85C;10%;4.7uF;;10V;0.0
C309;https://app.bom.com/a/4M5N6Q9Q9SSKOOFO?v=files.associations;Capacitor;X5R;PAS - Passives;2013-02-27T02:12:35-08:00;CAP, 47uF, 10V, 20%, X5R, CERAMIC, 1206;Capacitor;2013-03-04T23:56:40-08:00;1206C;N/A;MURATA GRM31CR61A476ME15L;GRM31CR61A476ME15L;TAIYO YUDEN LMK316BJ476ML-T;LMK316BJ476ML-T;;;;;;;Morris Chau;1.8mm;Production;;Derek Liu;1;N/A;-55 +85C;20%;47uF;;10V;0.0
C310;https://app.bom.com/a/FXGYH1K1K3MXXVOO?v=files.associations;Capacitor;X5R;PAS - Passives;2008-09-03T15:39:09-08:00;CAP, 10uF, 6.3V, 20%, X5R, CERAMIC, 0603;Capacitor;2014-03-09T18:03:10-08:00;0603C;N/A;MURATA GRM188R60J106ME47D;GRM188R60J106ME47D;TAIYO YUDEN JMK107BJ106MA-T;JMK107BJ106MA-T;;;;;;;Morris Chau;0.9mm;Production;;Mark Van Hoorebeke;2;N/A;-55 +85C;20%;10uF;;6.3V;0.0
C311;https://app.bom.com/a/FXGYH1K1K3MXXVOO?v=files.associations;Capacitor;X5R;PAS - Passives;2008-09-03T15:39:09-08:00;CAP, 10uF, 6.3V, 20%, X5R, CERAMIC, 0603;Capacitor;2014-03-09T18:03:10-08:00;0603C;N/A;MURATA GRM188R60J106ME47D;GRM188R60J106ME47D;TAIYO YUDEN JMK107BJ106MA-T;JMK107BJ106MA-T;;;;;;;Morris Chau;0.9mm;Production;;Mark Van Hoorebeke;2;N/A;-55 +85C;20%;10uF;;6.3V;0.0
C312;https://app.bom.com/a/0I1J2M5M5O7PYUOT?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:54-08:00;CAP, 22pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2013-02-21T21:42:28-08:00;0402C;N/A;MURATA GRM1555C1H220JA01D;GRM1555C1H220JA01D;TAIYO YUDEN UMK105CG220JV-F;UMK105CG220JV-F;;;;;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1.2;N/A;-55 +125C;5%;22pF;;50V;0.0
C318;https://app.bom.com/a/6O7P8SBSBUUI7096?v=files.associations;Capacitor;X5R;PAS - Passives;2014-03-26T03:32:53-08:00;CAP, 10uF, 10V, 20%, X5R, CERAMIC, 0603;Capacitor;2014-03-26T03:37:12-08:00;0603C;N/A;MURATA GRM188R61A106ME69D;GRM188R61A106ME69D;;;;;;;;;Morris Chau;0.95mm;Design;;Mohamed Ammari;A;N/A;-55 +85C;20%;10uF;;6.3V;0.0
C320;https://app.bom.com/a/N5O6P9S9SBU5DYQF?v=files.associations;Capacitor;X7R;PAS - Passives;2008-08-21T16:59:08-08:00;CAP, 100nF, 16V, 10%, X7R, CERAMIC, 0402;Capacitor;2012-02-01T15:49:25-08:00;0402C;N/A;NIC COMPONENTS NMC0402X7R104K16TRPF;NMC0402X7R104K16TRPF;MURATA GRM155R71C104KA88D;GRM155R71C104KA88D;VISHAY VJ0402V104ZXJCW1BC;VJ0402V104ZXJCW1BC;;;;;Morris Chau;0.55mm;Production;;Airlink;2;N/A;-55 +125C;10%;100nF;;16V;0.0
C321;https://app.bom.com/a/N5O6P9S9SBU5DYQF?v=files.associations;Capacitor;X7R;PAS - Passives;2008-08-21T16:59:08-08:00;CAP, 100nF, 16V, 10%, X7R, CERAMIC, 0402;Capacitor;2012-02-01T15:49:25-08:00;0402C;N/A;NIC COMPONENTS NMC0402X7R104K16TRPF;NMC0402X7R104K16TRPF;MURATA GRM155R71C104KA88D;GRM155R71C104KA88D;VISHAY VJ0402V104ZXJCW1BC;VJ0402V104ZXJCW1BC;;;;;Morris Chau;0.55mm;Production;;Airlink;2;N/A;-55 +125C;10%;100nF;;16V;0.0
C322;https://app.bom.com/a/N5O6P9S9SBU5DYQF?v=files.associations;Capacitor;X7R;PAS - Passives;2008-08-21T16:59:08-08:00;CAP, 100nF, 16V, 10%, X7R, CERAMIC, 0402;Capacitor;2012-02-01T15:49:25-08:00;0402C;N/A;NIC COMPONENTS NMC0402X7R104K16TRPF;NMC0402X7R104K16TRPF;MURATA GRM155R71C104KA88D;GRM155R71C104KA88D;VISHAY VJ0402V104ZXJCW1BC;VJ0402V104ZXJCW1BC;;;;;Morris Chau;0.55mm;Production;;Airlink;2;N/A;-55 +125C;10%;100nF;;16V;0.0
C330;https://app.bom.com/a/CUDVEYHYH0J1A601?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:56-08:00;CAP, 47pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2013-02-21T21:42:28-08:00;0402C;N/A;MURATA GRM1555C1H470JA01D;GRM1555C1H470JA01D;TAIYO YUDEN UMK105CG470JV-F;UMK105CG470JV-F;ROHM MCH155A470JK;MCH155A470JK;PANASONIC ECJ0EC1H470J;ECJ0EC1H470J;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1;N/A;-55 +125C;5%;47pF;;50V;0.0
C331;https://app.bom.com/a/CUDVEYHYH0J1A601?v=files.associations;Capacitor;C0G;PAS - Passives;2004-12-21T10:56:56-08:00;CAP, 47pF, 50V, 5%, C0G, CERAMIC, 0402;Capacitor;2013-02-21T21:42:28-08:00;0402C;N/A;MURATA GRM1555C1H470JA01D;GRM1555C1H470JA01D;TAIYO YUDEN UMK105CG470JV-F;UMK105CG470JV-F;ROHM MCH155A470JK;MCH155A470JK;PANASONIC ECJ0EC1H470J;ECJ0EC1H470J;;;Morris Chau;0.55mm;Production;;Kevin Dotzler;1;N/A;-55 +125C;5%;47pF;;50V;0.0
C355;https://app.bom.com/a/N5O6P9S9SBU5DYQF?v=files.associations;Capacitor;X7R;PAS - Passives;2008-08-21T16:59:08-08:00;CAP, 100nF, 16V, 10%, X7R, CERAMIC, 0402;Capacitor;2012-02-01T15:49:25-08:00;0402C;N/A;NIC COMPONENTS NMC0402X7R104K16TRPF;NMC0402X7R104K16TRPF;MURATA GRM155R71C104KA88D;GRM155R71C104KA88D;VISHAY VJ0402V104ZXJCW1BC;VJ0402V104ZXJCW1BC;;;;;Morris Chau;0.55mm;Production;;Airlink;2;N/A;-55 +125C;10%;100nF;;16V;0.0
C356;https://app.bom.com/a/N5O6P9S9SBU5DYQF?v=files.associations;Capacitor;X7R;PAS - Passives;2008-08-21T16:59:08-08:00;CAP, 100nF, 16V, 10%, X7R, CERAMIC, 0402;Capacitor;2012-02-01T15:49:25-08:00;0402C;N/A;NIC COMPONENTS NMC0402X7R104K16TRPF;NMC0402X7R104K16TRPF;MURATA GRM155R71C104KA88D;GRM155R71C104KA88D;VISHAY VJ0402V104ZXJCW1BC;VJ0402V104ZXJCW1BC;;;;;Morris Chau;0.55mm;Production;;Airlink;2;N/A;-55 +125C;10%;100nF;;16V;0.0
C360;https://app.bom.com/a/N5O6P9S9SBU5DYQF?v=files.associations;Capacitor;X7R;PAS - Passives;2008-08-21T16:59:08-08:00;CAP, 100nF, 16V, 10%, X7R, CERAMIC, 0402;Capacitor;2012-02-01T15:49:25-08:00;0402C;N/A;NIC COMPONENTS NMC0402X7R104K16TRPF;NMC0402X7R104K16TRPF;MURATA GRM155R71C104KA88D;GRM155R71C104KA88D;VISHAY VJ0402V104ZXJCW1BC;VJ0402V104ZXJCW1BC;;;;;Morris Chau;0.55mm;Production;;Airlink;2;N/A;-55 +125C;10%;100nF;;16V;0.0
C362;https://app.bom.com/a/N5O6P9S9SBU5DYQF?v=files.associations;Capacitor;X7R;PAS - Passives;2008-08-21T16:59:08-08:00;CAP, 100nF, 16V, 10%, X7R, CERAMIC, 0402;Capacitor;2012-02-01T15:49:25-08:00;0402C;N/A;NIC COMPONENTS NMC0402X7R104K16TRPF;NMC0402X7R104K16TRPF;MURATA GRM155R71C104KA88D;GRM155R71C104KA88D;VISHAY VJ0402V104ZXJCW1BC;VJ0402V104ZXJCW1BC;;;;;Morris Chau;0.55mm;Production;;Airlink;2;N/A;-55 +125C;10%;100nF;;16V;0.0
C400;https://app.bom.com/a/N5O6P9S9SBU5DYQF?v=files.associations;Capacitor;X7R;PAS - Passives;2008-08-21T16:59:08-08:00;CAP, 100nF, 16V, 10%, X7R, CERAMIC, 0402;Capacitor;2012-02-01T15:49:25-08:00;0402C;N/A;NIC COMPONENTS NMC0402X7R104K16TRPF;NMC0402X7R104K16TRPF;MURATA GRM155R71C104KA88D;GRM155R71C104KA88D;VISHAY VJ0402V104ZXJCW1BC;VJ0402V104ZXJCW1BC;;;;;Morris Chau;0.55mm;Production;;Airlink;2;N/A;-55 +125C;10%;100nF;;16V;0.0
C401;https://app.bom.com/a/N5O6P9S9SBU5DYQF?v=files.associations;Capacitor;X7R;PAS - Passives;2008-08-21T16:59:08-08:00;CAP, 100nF, 16V, 10%, X7R, CERAMIC, 0402;Capacitor;2012-02-01T15:49:25-08:00;0402C;N/A;NIC COMPONENTS NMC0402X7R104K16TRPF;NMC0402X7R104K16TRPF;MURATA GRM155R71C104KA88D;GRM155R71C104KA88D;VISHAY VJ0402V104ZXJCW1BC;VJ0402V104ZXJCW1BC;;;;;Morris Chau;0.55mm;Production;;Airlink;2;N/A;-55 +125C;10%;100nF;;16V;0.0
